username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
,2017-04-23,1,1,"Congratulations",,,,"856258737023143936",https://twitter.com/Jerel_SOSMG/status/856258737023143936
,2017-04-23,0,0,"See if this terrorist's ad pops up on @Google when you search his name: http:// thepopulist.us/2017/04/google -paid-ad-promotes-terrorist-anwar-al-awlaki/ …",,@Google,,"856258397427175426",https://twitter.com/ConservativeC14/status/856258397427175426
,2017-04-23,0,0,"@Google forces parents to use credit card to set up family account. Never ending four step loop to remove visa forced us to cancel the visa pic.twitter.com/1vrbSYvlCd",,@Google,,"856258360735387648",https://twitter.com/PayForwardHomes/status/856258360735387648
,2017-04-23,0,1,"@Google @googlechrome @BestBuy Would it be possible to donate or match other's donations? Any help is appreciated! http:// bit.ly/2oA2S7Z",,@Google @googlechrome @BestBuy,,"856258187825119239",https://twitter.com/can_kyle/status/856258187825119239
,2017-04-23,0,0,"8. Marketing del permiso. Un clásico de @SethGodinBlog . http://www. puromarketing.com/11/13715/marke ting-permiso-permiso-puedo.html …",,@SethGodinBlog,,"856257579021996033",https://twitter.com/Mil90/status/856257579021996033
,2017-04-23,0,0,"@Google lost all apps n ios update now u give me back &forth on help, PLEASE HELP",,@Google,,"856257411514081281",https://twitter.com/bbtampa/status/856257411514081281
,2017-04-23,0,0,"7. La revolución horizontal. Dos ex Google revelan hacia donde va el marketing digital. http:// gonzalo-alonso.com/publishing/",,,,"856257294455230464",https://twitter.com/Mil90/status/856257294455230464
,2017-04-23,0,0,"6. ZMOT. Estudio de @Google que indica cual es el momento ideal a la hora de promocionar tu producto. https://www. thinkwithgoogle.com/intl/es-419/in terviews/zmot-que-es-el-momento-cero.html …",,@Google,,"856256946294456320",https://twitter.com/Mil90/status/856256946294456320
,2017-04-23,0,0,"@Google would love to speak to a human,apple stayed on phone with me for 2 hr ur support lacking",,@Google,,"856256830854574080",https://twitter.com/bbtampa/status/856256830854574080
,2017-04-23,0,0,"https:// goo.gl/leyPTm @eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes @globaltimesnews @instagram pic.twitter.com/iRXRxBH0QF",,@eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes @globaltimesnews @instagram,,"856256543318323202",https://twitter.com/usdanie_pcrzukh/status/856256543318323202
,2017-04-23,0,0,"https:// goo.gl/leyPTm @eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes @globaltimesnews @instagram pic.twitter.com/oKhNmqDq93",,@eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes @globaltimesnews @instagram,,"856256461252513792",https://twitter.com/usdanie_pcrzukh/status/856256461252513792
,2017-04-23,0,0,"Cool wallpaper I used @google images too",,@google,,"856256244268584960",https://twitter.com/SweetDealHeel/status/856256244268584960
,2017-04-23,0,1,"Is yours the @Hot_Wheels school kit that is no longer available?",,@Hot_Wheels,,"856256053364785154",https://twitter.com/mattrix2000/status/856256053364785154
,2017-04-23,0,2,"LMAO yeah definitely a smart move",,,,"856255369491996674",https://twitter.com/BYRDNews1/status/856255369491996674
,2017-04-23,0,0,"https:// goo.gl/UprswA @eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes @globaltimesnews @instagram pic.twitter.com/zHvq46e2Hj",,@eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes @globaltimesnews @instagram,,"856255137177796608",https://twitter.com/usdanie_pcrzukh/status/856255137177796608
,2017-04-22,0,2,"It's only hate Speech if . @google c-level mgmt deems it against their beliefs..fine we're looking for next app & believe me it's out there",,@google,,"855934112523100160",https://twitter.com/heresursign_1/status/855934112523100160
,2017-04-22,0,0,"A single DB query separates humanity from 25m digital books in a modern day Library of Alexandria @Google #tragic http:// theatln.tc/2poOLGG",,@Google,#tragic,"855932935836495872",https://twitter.com/nampho2/status/855932935836495872
,2017-04-22,0,1,"Define Innovation....Such an abused term, like hero. Having the resources to fund is brute force. Do something different",,,,"855932819486294016",https://twitter.com/GabrielMoreno80/status/855932819486294016
,2017-04-22,0,0,"Por mi @Google se puede ir a la mierda por apoyar a Trump.",,@Google,,"855932728029704193",https://twitter.com/jesusmorts/status/855932728029704193
,2017-04-22,0,0,"It may be Petty but one of my favorite settings on the @LGUSAMobile g6 is the weather animation. Can't wait for my @google home",,@LGUSAMobile @google,,"855932482964815872",https://twitter.com/jimgorton74/status/855932482964815872
,2017-04-22,0,0,"making impact should be everyday not just in earthday",,,,"855932220782985216",https://twitter.com/darkarmy09/status/855932220782985216
,2017-04-22,0,0,"http:// hrmfv.co/2425 M&A Friday! This Week’s HR Deals @Google in the news. Launched an applicant tracking system. #Hiring #tools",,@Google,#Hiring #tools,"855931747439042560",https://twitter.com/HRmarketer/status/855931747439042560
,2017-04-22,0,0,"purchasing is in argetina yes o no",,,,"855931478483623938",https://twitter.com/alexisescalada0/status/855931478483623938
,2017-04-22,1,0,"@realDonaldTrump they keep deleting this tweet @foxnews @Google pic.twitter.com/2owHRgkq2I",,@realDonaldTrump @foxnews @Google,,"855931106524377088",https://twitter.com/GarcMir/status/855931106524377088
,2017-04-22,0,0,"Ironic coming from the guy who sold our internet privacy to his donors",,,,"855930525206274048",https://twitter.com/cubby2u2/status/855930525206274048
,2017-04-22,0,0,"Turning on Labeling in Google Maps does not work with legacy/grandfathered/free @Google Apps accounts https:// support.google.com/maps/answer/62 57830?src=soctw …",,@Google,,"855930219080953858",https://twitter.com/VivaLaSeth/status/855930219080953858
,2017-04-22,0,0,"Happy Earth Day, world! @google http://www. blog.google/products/searc h/happy-earth-day-world/ …",,@google,,"855930057877061636",https://twitter.com/rjksunset/status/855930057877061636
,2017-04-22,1,0,"Yes they did. It didn't fit their agenda",,,,"855929588089847808",https://twitter.com/KimPossible1223/status/855929588089847808
,2017-04-22,0,2,"@Google inspired me to plant 4 boxes of flowers. #EarthDay2017 #savethebees",,@Google,#EarthDay2017 #savethebees,"855929500626026497",https://twitter.com/Carpe____diem_/status/855929500626026497
,2017-04-22,0,0,"@realDonaldTrump challenge of the day: sing the national anthem... @Google lmk if he googled the words. @TheadoPeter SELL OUT! @valachimook",,@realDonaldTrump @Google @TheadoPeter @valachimook,,"855929383193890816",https://twitter.com/Idongivetoofuks/status/855929383193890816
,2017-04-22,0,0,"learn to download emoji packs ( ͡° ͜ʖ ͡°) pic.twitter.com/I47qjHMOTq",,,,"855929372225753088",https://twitter.com/Tawnie/status/855929372225753088
,2017-04-22,0,1,"@realDonaldTrump Don't be deceived by them. Their roots are dark and deep. @TeamTrump @RogerJStoneJr @AllenWest",,@realDonaldTrump @TeamTrump @RogerJStoneJr @AllenWest,,"855928777460727809",https://twitter.com/GlennOstrosky/status/855928777460727809
,2017-04-22,0,1,"All connected to #NewWorldOrder #Illuminate #BohemianGrove all tied into #Satanism and child sacrifice @NBC @Disney @CNN @ABC @Google pic.twitter.com/1xvFG2RX4b",,@NBC @Disney @CNN @ABC @Google,#NewWorldOrder #Illuminate #BohemianGrove #Satanism,"855928370839732224",https://twitter.com/GlennOstrosky/status/855928370839732224
,2017-04-22,0,1,"I'll take it of your hands :)",,,,"855928285825425408",https://twitter.com/techAU/status/855928285825425408
,2017-04-22,0,1,"Death, taxes, and @Google removing useful features for essentially no reason. #Hangouts #SMS",,@Google,#Hangouts #SMS,"855928235795914755",https://twitter.com/mad0m/status/855928235795914755
,2017-04-22,0,0,"AHAHAH WHAT EXPLAIN @Google pic.twitter.com/zmbdye28ZX",,@Google,,"855928193760587778",https://twitter.com/ShadikAlt/status/855928193760587778
,2017-04-22,0,6,"Suffered Galaxy S8+ for 3 days & switched back to Pixel XL. For high-end smartphones, @Google & @Apple are now in a league of their own. pic.twitter.com/1MflGxAwSA",,@Google @Apple,,"855928052907261952",https://twitter.com/ruslankogan/status/855928052907261952
,2017-04-22,0,5,"Nice overflow error, @Google Assistant pic.twitter.com/LwNAxAx4P9",,@Google,,"855927440266448896",https://twitter.com/TheDylantula/status/855927440266448896
,2017-04-22,1,3,"pic.twitter.com/Ttlr7v01zb",,,,"855927095675039746",https://twitter.com/AydoDFC/status/855927095675039746
,2017-04-22,0,0,"@Google",,@Google,,"855926939600670720",https://twitter.com/JMojica5/status/855926939600670720
,2017-04-22,0,0,"pic.twitter.com/vxPkALstGf",,,,"855926917731680256",https://twitter.com/Frazstew/status/855926917731680256
,2017-04-22,1,0,". @google 's similar items feature is being used for “lifestyle” images. https://www. digitalcommerce360.com/2017/04/12/ret ailers-can-take-advantage-google-image-searchs-latest-tweak/?utm_source=facebook&utm_medium=socialmedia&utm_campaign=mkseo17 … by @ZakStamborIR",,@google @ZakStamborIR,,"855926824026722304",https://twitter.com/DigitalComm360/status/855926824026722304
,2017-04-22,0,0,"#EarthDay2017 Here’s how @Apple and @Google are celebrating http:// ow.ly/iFpL30b4JLl pic.twitter.com/XDAncHaE0x",,@Apple @Google,#EarthDay2017,"855926773443436546",https://twitter.com/expresstechie/status/855926773443436546
,2017-04-22,0,0,"Ojala los de @googledevs nos ayuden con eso :(",,@googledevs,,"855926692652752899",https://twitter.com/Jamn_24/status/855926692652752899
,2017-04-22,0,0,"Aun añadiendo la excepción a los cookies en la configuración avanzada, no lo permite! lei muchas quejas sobre eso y yo me sumo a ellas",,,,"855926509562990592",https://twitter.com/Jamn_24/status/855926509562990592
,2017-04-22,0,0,"Happy Earth Day, world! @google http://www. blog.google/products/searc h/happy-earth-day-world/ …",,@google,,"855926472388861954",https://twitter.com/19asamoahr1/status/855926472388861954
,2017-04-22,0,0,"Hola @Google @googleargentina por favor pueden solucionar el problema de los libros sin conexion en G Books?es imposible leer sin conexion",,@Google @googleargentina,,"855926324564828161",https://twitter.com/Jamn_24/status/855926324564828161
,2017-04-22,0,0,"@TeslaMotors @Google @Apple The biggest impediment to self driving technology is trying to wUrk with what we have. Think outside 'the box'!!",,@TeslaMotors @Google @Apple,,"855926291668848640",https://twitter.com/FeedThRightWolf/status/855926291668848640
,2017-04-22,0,1,"¿Por qué las referencias de los libros en @Google books nunca viene con la ciudad de la edición? Me dejan siempre con la mitad de la pega.",,@Google,,"855926044167196675",https://twitter.com/felpadilla/status/855926044167196675
,2017-04-22,1,0,"¡Feliz día de la Tierra 2017! Tips sobre el día de la Tierra con #GoogleDoodle https:// g.co/doodle/j83ekd amazing @Google",,@Google,#GoogleDoodle,"855925997547474944",https://twitter.com/joseberrio9/status/855925997547474944
,2017-04-22,1,1,"Throw back to being caught no working @Frazstew @Google pic.twitter.com/Llyl1qorZ4",,@Frazstew @Google,,"855925388626849794",https://twitter.com/AydoDFC/status/855925388626849794
,2017-04-22,1,1,"I don't want to live in a society where everything I consume comes from @Amazon or @Google , who pay no tax and contribute nothing in return",,@Amazon @Google,,"855925265805045760",https://twitter.com/ProletaireY/status/855925265805045760
,2017-04-22,0,0,"Burgess discovers he needs.. REDEMPTION by Kate Flora @google #Mystery #Detective #read #book http:// bit.ly/20fD125 pic.twitter.com/nOAqGlJyUf",,@google,#Mystery #Detective #read #book,"855924561409433605",https://twitter.com/eBook_Thrillers/status/855924561409433605
,2017-04-22,0,0,"@Google are you ever going to address my #customerservice issues or not?",,@Google,#customerservice,"855924484271996928",https://twitter.com/iron_foundation/status/855924484271996928
,2017-04-22,0,1,"So @google will celebrate "Earth Day" on their front page but refused to even acknowledge Easter. #Pathetic",,@google,#Pathetic,"855923806275330048",https://twitter.com/power88kenny/status/855923806275330048
,2017-04-22,0,3,"Chrome on my Android tablet raises temperature ten degrees in 20 minutes of non-graphics intensive use. Not a problem 18 mos ago. @Google .",,@Google,,"855923671965118464",https://twitter.com/conniecrayon/status/855923671965118464
,2017-04-22,1,2,"Check out @jkhoey 's book, I think you'd love it! https://www. amazon.com/Build-Your-Dre am-Network-Hyper-Connected/dp/0143111485 …",,@jkhoey,,"855923498216239104",https://twitter.com/alliemfelix/status/855923498216239104
